"Data Source","World Development Indicators",

"Last Updated Date","2018-09-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"IDA total","IDA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","12538936660.9944","12688732189.1277","13978895945.8447","16284153177.252","17013128711.153","18060834751.6967","21357410390.9387","32124486987.6212","41064782607.8438","46340949249.3324","49709143119.9115","55021371893.9609","64890897216.1884","82536955556.8088","88836600779.2938","75839178017.8892","63810418238.9946","59849433313.6646","61562795038.293","63066041709.3692","70279674485.7604","71129744739.929","73909784335.7142","79065809624.7313","80940665103.9958","82023582472.8002","79147318100.496","76493294230.7495","95536879961.399","107701265146.971","113027026086.537","108849566191.731","104119402063.881","111396240584.397","122078132258.946","127319364013.046","153414690074.108","169272970819.712","210002441678.966","256599070761.389","321387878268.285","385934868269.667","353663427888.426","411676814209.002","504505581066.075","520962398324.628","560572617886.679","572944272471.462","526190301385.563","501357725714.105","557336140281.98",
"IDA blend","IDB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","4707388663.09646","4526914195.90911","4963403290.0273","6265669040.21182","6255519808.45096","6975763730.52575","7805221291.8337","12200568039.0397","17798933275.403","20956711941.7772","21384434995.4039","24249049367.4876","27534703550.6009","36805169905.3102","44123344569.1482","36243137299.8453","27143746829.132","24823298118.8616","25442052572.6922","26593816829.3813","28269434078.6632","29352456867.3157","31494682943.0532","32787449189.4758","33201644799.3556","34093047730.6025","30183996648.6444","28520281851.1331","37855872827.798","43709619709.7706","47833550646.8406","41889846764.3541","35897720017.6214","38178040742.5814","46531890357.0389","46737440463.5281","59758564774.0358","56000227164.9629","72978049446.1664","97836791061.9866","127232893493.801","150814733740.307","139227645997.44","160741524885.687","209371257658.444","190155853428.664","199876092141.335","204894412812.47","173051178482.224","160638311105.663","",
"Indonesia","IDN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","955991035.87036","1102291012.28399","1236196319.0184","1449315068.49315","1553301761.83908","2078072289.15663","3170120481.92771","5526987951.80723","6693975903.61446","7764096385.54217","9198072289.15663","10727293588.8431","12125156533.243","16076492698.4427","21847220125.7579","23709141551.7893","23354265855.6756","19342945136.5331","17860217890.537","16401727045.0977","17006296447.4821","18725515165.4098","21718472101.1899","27157275252.8758","30891188671.1508","34720875699.535","37555937063.1049","44869883142.4274","55882279823.789","60116979037.698","60700151259.0363","41249712041.6119","38402067922.3448","50264686469.7912","49355195402.1429","51638437160.6839","54323622341.4892","70744690513.6428","85533800863.5511","93411753739.2281","109755093425.227","146706628549.32","115216544854.096","169158028224.495","212996886068.276","229362101573.161","225519356299.673","217485215697.143","178863652800.163","170770210112.95","194632321032.011",
"IDA only","IDX","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","44223131839.514","42725280346.4304","38112701376.2163","35921437102.1233","34422526354.0862","35513131928.93","35773111221.4468","41417560192.2601","41076330387.4973","41550995726.2072","45453587312.7892","46969871080.0801","47072911222.0163","48592561998.207","47708954962.6071","57092886540.1756","63177041401.7453","64050768057.6058","66453288943.4182","68330729550.7739","73367381605.4066","74961046904.6831","80257525221.5423","92864937600.2003","113555314788.115","137139172591.269","158319301088.807","193387078859.797","234454963308.236","213692776108.2","250243032926.395","294120277934.193","331219047246.746","361405911632.474","368749112304.788","354442342061.952","342155069227.012","378960602385.47",
"Isle of Man","IMN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","2524559173.53141","2331812747.00452","2537129592.65272","2853485140.53922","3203361806.08257","3096448218.07377","3052813019.50406","2974331116.1704","2617837046.7904","2350466494.75541","2415646380.57488","2689325595.31312","2644280575.23535","4029684054.27624","5977952288.88055","6530031016.73699","6266084685.39322","7593218815.17405","9024354391.29102","12468788518.5344","17185368005.281","16545589068.2023","16305101700.4392","17099802142.37","16352793176.8597","17734900121.9692","17445341352.1796","19431448917.9923","22059460061.4539","24076696406.8874","27068347587.7712","22887476746.8895","27574767576.8059","27354991284.7219","33271248863.2049","43216689534.7461","45250757676.618","49490977677.4193","53306090615.0439","61170611045.4161","64971207881.1282","65065216524.6282","78314209113.9629","94848356578.4142","138982825408.386","183304593129.806","229414934874.133","302092513403.483","350102867821.588","346362190759.053","448917472234.455","566667153574.074","571306638044.004","527555481498.335","529239679342.719","465096226983.415","478367320067.117","565594851915.085",
"Not classified","INX","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","684067693.263782","786154041.54652","832689301.978842","938557266.442346","1073800534.66733","1223003604.79925","1268929036.40093","1294851820.62783","1404318219.68655","1660572265.9948","1817050652.05065","2033167688.76964","2318300944.13847","3083459193.51727","4151308598.78475","4251089721.25436","4710653410.69912","6049698310.20745","8058102536.99789","11135980174.0812","12600904353.4553","11905906705.5394","10937756092.1082","10545459332.4851","11057699078.0263","11426996252.1862","13790558711.3184","16385097378.2772","18745179004.1992","21007091751.3115","24812174417.09","25321115096.9705","28596730671.3118","27904817653.2155","33418611660.7774","43269873737.3737","48476638104.8387","53976719197.7077","66249971963.6649","72574461964.6282","80531914501.5663","86982577181.2081","93775296442.6877","107934142212.19","128266376955.55","145392985947.022","164678471960.858","195720900629.619","207682598505.932","188488941372.604","191941883219.095","201767776452.301","202380695041.134","208873600417.582","245689224253.344","266042872311.001","303525550630.005","293276984824.534",
"Iran, Islamic Rep.","IRN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","730164938.613861","702251188.118812","642016253.465347","614102504.290429","878548558.415842","1021055598.67987","1195883823.10231","1485305337.29373","1768850273.26733","2050926064.68647","2327125276.56766","2928005478.54785","3689022455.44554","5594486010.85915","11105780993.7153","18318369217.7919","19212061650.2446","23448812228.8499","17330359279.177","14516475276.3391","27125991304.2263","28082907606.1829","26415543502.8182","37834565739.2122","26971526132.1843","25746070825.1171","21773514753.7557","11695655290.8702","17595820159.0156","21819187475.6637","29707835777.5828","","","13150789256.8168","9571397629.15167","12985745383.9766","18092098185.0846","17511229163.5186","18245137476.6064","17752833899.8082","21688407084.2785","26939208540.9864","30560192008.0422","40000915038.9334","49500478448.4699","54596877011.5624","62043181819.3961","73628015382.7459","87923600000","86903100000","94350200000","102452976010.883","139198634094.617","109606636051.381","93253715077.8981","74373116396.2137","87190863041.1928","97947402051.6315",
"Iraq","IRQ","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","662559507.140857","888826025.459689","883748873.535596","1263453284.91251","3636302065.6959","5729766339.31595","6376227565.18795","8100575685.74331","7520487639.68845","11784964442.9394","16856078564.172","23935997290.8906","28299497487.4372","13368607269.2184","13883563846.8961","14396912190.4149","12459311675.78","14790607912.5121","14258282405.9183","15012222579.6076","13361852685.751","","","","","","","","","","","","","","23428329927.5497","30669639945.6522","25156254525.3846","25046687813.933","40441240775.0574","43868500000","47207400000","51552600000","63438829971.7356","84500000000","86700000000","73515935851.3974","70137859475.4532","71806837752.6794",
"Iceland","ISL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","113169796.01481","97194659.5215891","118479439.876623","144033830.14641","167265094.873701","183067122.516085","212955624.341208","222789215.648178","186869527.493348","170691400.931044","224419318.181818","289564204.545455","304349422.161795","427528569.843559","613522561.28064","576996486.662329","561668057.309107","732904963.041183","830119029.176349","1033699347.70278","1181737326.99683","1241550759.94574","1165287179.69477","1022293871.8663","1073508353.39515","1177855648.47004","1364841680.41222","1920370799.85108","1964041798.01925","1747567988.73808","2060577405.72852","2214570049.30818","2119043523.51775","1813972533.84455","1927074637.85521","2239711772.91677","2615409682.70677","2654991897.52949","3241494621.48896","3321200019.90729","3521426235.11753","3112128324.87893","3161429536.00031","4066221745.81861","5216250753.29419","7093775187.07815","8231507889.71217","9057418954.02388","7661403284.21713","5243422220.76636","5761757378.72444","7133281373.3415","7251643774.13618","7345477986.75097","8075087123.7257","7768937588.0503","8536232742.77642","10244838799.1167",
"Israel","ISR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","289000000","352000000","420000000","479000000","557666666.666667","1169333333.33333","1181000000","1508333333.33333","2209666666.66667","2712000000","2800000000","2579000000","3042750000","5058250000","6821750000","7091666666.66667","6588250000","7348300000","8833294117.64706","10380040000","11434313725.4902","12228587719.2982","11725921810.6996","12014055160.1423","12012266030.0136","11785021630.3334","12704801787.8747","16608324846.3565","17261252110.8262","17498202515.1325","20434455212.7765","22533431573.8669","24173549021.9999","27077950355.1111","30558434758.0618","35384053398.8643","37633549519.0651","37370847103.8441","36161679955.7906","41205884484.3829","47198145831.8005","44054973012.8159","43361897927.308","44930721767.1988","52894466755.9125","58275508612.4295","62598411059.7424","74060027750.0548","84522017837.2352","63678508760.7761","76856913613.2656","92886727592.8565","92760494826.1106","91999157638.1965","95006632773.4146","84519372899.9615","89537078729.7013","",
"Italy","ITA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","5194804038.02597","5768145481.00503","6653172243.85064","8277784614.93831","8031770137.38168","8243744132.68937","9580519684.00021","10951837747.4583","11672839921.9542","14122467448.7355","16931047087.9802","18466165418.2272","22522277888.4462","31507896047.8246","44447880023.8166","42494416963.2266","47508237962.3168","52611417379.8552","61700299566.507","83928144255.4183","108718964051.549","101688355816.726","95631514960.6299","87948525242.2234","93816819484.2407","97309709157.2863","111775474087.544","141591823722.737","156281640136.864","172087954699.407","213294470749.838","209833084126.736","230097363393.559","184824719822.813","204218747718.54","246749435397.599","251575103526.164","253775807185.084","267030333444.853","268124973364.586","283347521651.004","284494407158.837","300495294560.512","359573814898.42","422257635957.288","458758985200.846","525760381382.512","612150287434.985","663510180166.984","505482634065.018","577110275158.646","650487916300.45","572068431748.317","566795984552.661","569203402621.559","494802157999.841","493657144730.449","545962596332.334",
